index,title,author
Steve Jobs,The Innovator's Dilemma,Clayton M. Christensen
Steve Jobs,The Structure of Scientific Revolutions,Thomas S. Kuhn
Steve Jobs,The Way of White Clouds,Lama Anagarika Govinda
Steve Jobs,"Zen Mind, Beginner's Mind",Shunryu Suzuki
Steve Jobs,Only the Paranoid Survive,Andrew S. Grove
Steve Jobs,The Business Value of Computers,Paul A Strassmann
Steve Jobs,Atlas Shrugged,Ayn Rand
Steve Jobs,Meditation in Action,Chogyam Trungpa
Steve Jobs,The Way of Zen,Alan W. Watts
Steve Jobs,The Dhammapada,Eknath Easwaran
Steve Jobs,Foundations of Tibetan Mysticism,Lama Anagarika Govinda
Steve Jobs,The Essene Gospel of Peace,Edmond Bordeaux Szekely
Steve Jobs,Hindu Mysticism,S. N. Dasgupta
Steve Jobs,Das Energi,Paul Williams
Steve Jobs,The Lazy Man's Guide to Enlightenment,Thaddeus Golas
Steve Jobs,Songs of Milarepa,Milarepa
Steve Jobs,The Diamond Sutra and The Sutra of Hui-neng,Wong Mou-Lam
Steve Jobs,On the Road,Jack Kerouac
Steve Jobs,The Dharma Bums,Jack Kerouac
Steve Jurvetson,A New Kind of Science,Stephen Wolfram
Steve Jurvetson,Abundance,Peter H. Diamandis
Steve Jurvetson,"Gödel, Escher, Bach",Douglas R. Hofstadter
Steve Jurvetson,Out Of Control,Kevin Kelly
Steve Jurvetson,Ready Player One,Ernest Cline
Steve Jurvetson,The Age of Spiritual Machines,Ray Kurzweil
Steve Jurvetson,The Fabric of Reality,David Deutsch
Steve Jurvetson,The Scientist in the Crib,Alison Gopnik
Steven Pinker,36 Arguments for the Existence of God,Rebecca Goldstein
Steven Pinker,Atrocities,Matthew White
Steven Pinker,Clear and Simple as the Truth,Francis-Noël Thomas
Steven Pinker,"Enemies, A Love Story",Isaac Bashevis Singer
Steven Pinker,One Two Three . . . Infinity,George Gamow
Steven Pinker,The Beginning of Infinity,David Deutsch
Steven Pinker,The Blind Watchmaker,Richard Dawkins
Steven Pinker,The Evolution of Human Sexuality,Donald Symons
Steven Pinker,The Nurture Assumption,Judith Rich Harris
Steven Pinker,Whole Earth Discipline,Stewart Brand
Steven Pinker,The Mental Life of Modernism,Samuel Jay Keyser
Steven Pinker,The Strategy of Conflict,Thomas C. Schelling
Steven Pinker,The Science of Words,George A. Miller
Steven Pinker,Retreat from Doomsday,John Mueller
Steven Pinker,Knowledge And Decisions,Thomas Sowell
Steven Pressfield,History of the Peloponnesian War,Thucydides
Steven Pressfield,The Obstacle Is the Way,Ryan Holiday
Stewart Brand,A History of Civilizations,Fernand Braudel
Stewart Brand,A History of the World in 100 Objects,Neil MacGregor
Stewart Brand,A Pattern Language,Christopher Alexander
Stewart Brand,A Short History of Nearly Everything,Bill Bryson
Stewart Brand,Across Realtime,Vernor Vinge
Stewart Brand,Adventures of a Bystander,Peter F. Drucker
Stewart Brand,Beowulf,Seamus Heaney
Stewart Brand,Brave New World,Aldous Huxley
Stewart Brand,Collapse,Jared Diamond
Stewart Brand,Conceptual Physics,Paul G. Hewitt
Stewart Brand,Consider Phlebas,Iain M. Banks
Stewart Brand,Dirt,David R. Montgomery
Stewart Brand,Dune,Frank Herbert
Stewart Brand,Elements,Theodore Gray
Stewart Brand,Excession,Iain M. Banks
Stewart Brand,Finite and Infinite Games,James Carse
Stewart Brand,Foundation,Isaac Asimov
Stewart Brand,Foundation and Empire,Isaac Asimov
Stewart Brand,Gaia,James Lovelock
Stewart Brand,Governing the Commons,Elinor Ostrom
Stewart Brand,Grand Design,Georg Gerster
Stewart Brand,"Guns, Germs, and Steel",Jared Diamond
Stewart Brand,Homo Ludens,Johan Huizinga
Stewart Brand,Imagined Worlds,Freeman Dyson
Stewart Brand,Infinite in All Directions,Freeman J. Dyson
Stewart Brand,Learning to Breathe Fire,J.C. Herz
Stewart Brand,Look to Windward,Iain M. Banks
Stewart Brand,Machines of Loving Grace,John Markoff
Stewart Brand,Medieval Civilization,Jacques Le Goff
Stewart Brand,Meditations,Marcus Aurelius
Stewart Brand,Memory of the World,UNESCO
Stewart Brand,Military Misfortunes,Eliot A. Cohen
Stewart Brand,On the Nature of Things,Lucretius
Stewart Brand,One True God,Rodney Stark
Stewart Brand,"Our Bodies, Ourselves",Boston Women's Health Book Collective
Stewart Brand,Powers of Ten,Philip Morrison
Stewart Brand,Scale,Geoffrey West
Stewart Brand,Second Foundation,Isaac Asimov
Stewart Brand,Star Maker,Olaf Stapledon
Stewart Brand,State of the Art,Iain M. Banks
Stewart Brand,Tao Te Ching,Lao Tzu
Stewart Brand,The Art of the Long View,Peter Schwartz
Stewart Brand,The Better Angels of Our Nature,Steven Pinker
Stewart Brand,The Causes of War,Geoffrey Blainey
Stewart Brand,The Civilization of the Middle Ages,Norman F. Cantor
Stewart Brand,The Clash of Civilizations and the Remaking of World Order,Samuel P. Huntington
Stewart Brand,The Coming Population Crash,Fred Pearce
Stewart Brand,The Complete Greek Tragedies,David Grene
Stewart Brand,The Complete Guide to Trail Building and Maintenance,Carl Demrow
Stewart Brand,The Discoverers,Daniel J. Boorstin
Stewart Brand,The Encyclopedia of Earth,Michael Allaby
Stewart Brand,The Epic of Gilgamesh,Anonymous
Stewart Brand,The Eternal Frontier,Tim Flannery
Stewart Brand,The Future of Life,Edward O. Wilson
Stewart Brand,The Gift,Lewis Hyde
Stewart Brand,The History of the Decline and Fall of the Roman Empire,Edward Gibbon
Stewart Brand,The Idea of Decline in Western History,Arthur Herman
Stewart Brand,The Iliad,Homer
Stewart Brand,The King and the Corpse,Heinrich Zimmer
Stewart Brand,The Landmark Herodotus,Herodotus
Stewart Brand,The Landmark Thucydides,Thucydides
Stewart Brand,The Long Summer,Brian Fagan
Stewart Brand,The Map Book,Peter Barber
Stewart Brand,The Merck Manual Home Health Handbook,Robert Porter
Stewart Brand,The Odyssey,Homer
Stewart Brand,The Oxford Shakespeare,William Shakespeare
Stewart Brand,The Past From Above,Charlotte Trümpler
Stewart Brand,The Pattern On The Stone,Danny Hillis
Stewart Brand,The Player of Games,Iain M. Banks
Stewart Brand,The Prince,Niccolò Machiavelli
Stewart Brand,The Rise of the West,William H. McNeill
Stewart Brand,The Singularity Is Near,Ray Kurzweil
Stewart Brand,The Sleepwalkers,Arthur Koestler
Stewart Brand,The Story of Writing,Andrew Robinson
Stewart Brand,The Way Life Works,Mahlon Hoagland
Stewart Brand,The Western Canon,Harold Bloom
Stewart Brand,Thinking in Time,Richard E. Neustadt
Stewart Brand,"Thinking, Fast and Slow",Daniel Kahneman
Stewart Brand,Time Travel,James Gleick
Stewart Brand,Triumph of the City,Edward Glaeser
Stewart Brand,Turing's Cathedral,George Dyson
Stewart Brand,Use of Weapons,Iain M. Banks
Stewart Brand,Venice,Frederic C. Lane
Stewart Brand,What Technology Wants,Kevin Kelly
Stewart Brand,Why the West Rules--for Now,Ian Morris
Stewart Brand,The Water Will Come,Jeff Goodell
Stewart Brand,The Good Ancestor,Roman Krznaric
Strauss Zelnick,How To Win Friends and Influence People,Dale Carnegie
Susan Cain,Bird by Bird,Anne Lamott
Susan Cain,Waking Up,Sam Harris
Susan Cain,Give and Take,Adam Grant
Susan Cain,Together,Vivek H Murthy M.D.
Suzy Amis Cameron,The Cheese Trap,Neal D Barnard
Suzy Amis Cameron,The China Study,T. Colin Campbell
Suzy Amis Cameron,The Forks Over Knives Plan,Alona Pulde M.D.
Suzy Amis Cameron,Thrive,Arianna Huffington
Ta-Nehisi Coates,Battle Cry of Freedom,James M. McPherson
Ta-Nehisi Coates,Neon Vernacular,Yusef Komunyakaa
Ta-Nehisi Coates,Postwar,Tony Judt
Ta-Nehisi Coates,Sweet Soul Music,Peter Guralnick
Ta-Nehisi Coates,The Age of Innocence,Edith Wharton
Ta-Nehisi Coates,The Country Between Us,Carolyn Forche
Ta-Nehisi Coates,The Fire Next Time,James Baldwin
Ta-Nehisi Coates,The Great Gatsby,F. Scott Fitzgerald
Ta-Nehisi Coates,The Thirty Years War,C. V. Wedgwood
Ta-Nehisi Coates,The Waterworks,E.L. Doctorow
Tara Brach,A Path with Heart,Jack Kornfield
Tara Brach,The Essential Rumi,Jalal Al-Din Rumi
Tara Brach,The Shallows,Nicholas Carr
Tara Brach,When Things Fall Apart,Pema Chodron
Taylor Swift,Stargirl,Jerry Spinelli
Taylor Swift,Eat Pray Love,Elizabeth Gilbert
Taylor Swift,The Great Gatsby,F. Scott Fitzgerald
Taylor Swift,The Beautiful and Damned,F. Scott Fitzgerald
Taylor Swift,Harry Potter,J.K. Rowling
Taylor Swift,The Fault in Our Stars,John Green
Taylor Swift,The Hunger Games,Suzanne Collins
Taylor Swift,Wonderful Tonight,Pattie Boyd
Taylor Swift,Furious Love,Sam Kashner
Taylor Swift,The Kennedy Women,Laurence Leamer
Taylor Swift,To Kill a Mockingbird,Harper Lee
Taylor Swift,Normal People,Sally Rooney
Taylor Swift,Conversations with Friends,Sally Rooney
Taylor Swift,Charlotte's Web,E. B White
Taylor Swift,Committed,Elizabeth Gilbert
Terry Crews,How to Stop Worrying and Start Living,Dale Carnegie
Terry Crews,Man 2.0: Engineering the Alpha,John Romaniello
Terry Crews,Man's Search for Meaning,Viktor E. Frankl
Terry Crews,The Master Key System In Twenty-Four Parts With Questionnaire And Glossary,Charles F. Haanel
Terry Crews,You Are Not So Smart,David McRaney
Terry Laughlin,Mastery,George Leonard
Tim Ferriss,The Magic of Thinking Big,David J. Schwartz
Tim Ferriss,How to Make Millions with Your Ideas,Dan S. Kennedy
Tim Ferriss,One Simple Idea,Stephen Key
Tim Ferriss,The E-Myth Revisited,Michael E. Gerber
Tim Ferriss,Vagabonding,Rolf Potts
Tim Ferriss,Awareness,Anthony De Mello
Tim Ferriss,The 22 Immutable Laws of Marketing,Al Ries
Tim Ferriss,Letters from a Stoic,Lucius Annaeus Seneca
Tim Ferriss,"""Surely You're Joking, Mr. Feynman!""",Richard P. Feynman
Tim Ferriss,13 Secrets for Speaking Fluent Japanese,Giles Murray
Tim Ferriss,A Walk in the Woods,Bill Bryson
Tim Ferriss,About Face,Colonel David H. Hackworth
Tim Ferriss,Bad Science,Ben Goldacre
Tim Ferriss,Benjamin Franklin,Walter Isaacson
Tim Ferriss,Biography of the Dollar,Craig Karmin
Tim Ferriss,Bird by Bird,Anne Lamott
Tim Ferriss,Blue Ocean Strategy,W. Chan Kim
Tim Ferriss,Body by Science,John R. Little
Tim Ferriss,"COAN The Man, The Myth, The Method",Marty Gallagher
Tim Ferriss,Core Archery,Larry Wise
Tim Ferriss,Cryptonomicon,Neal Stephenson
Tim Ferriss,Death of a Salesman,Arthur Miller
Tim Ferriss,Deep Work,Cal Newport
Tim Ferriss,Don't Shoot the Dog!,Karen Pryor
Tim Ferriss,Draft No. 4,John McPhee
Tim Ferriss,Dune,Frank Herbert
Tim Ferriss,Eleven Minutes,Paulo Coelho
Tim Ferriss,Emergency,Neil Strauss
Tim Ferriss,Extreme Ownership,Jocko Willink
Tim Ferriss,Fishes of the World,Joseph S. Nelson
Tim Ferriss,Genghis Khan and the Making of the Modern World,Jack Weatherford
Tim Ferriss,Getting Past No,William Ury
Tim Ferriss,Getting to Yes,Roger Fisher
Tim Ferriss,Gratitude,Oliver Sacks
Tim Ferriss,Grit,Angela Duckworth
Tim Ferriss,Hansel and Gretel,Neil Gaiman
Tim Ferriss,Happy Money,Elizabeth Dunn
Tim Ferriss,Healing Back Pain,John E. Sarno
Tim Ferriss,How to Change Your Mind,Michael Pollan
Tim Ferriss,How to Get Filthy Rich in Rising Asia,Mohsin Hamid
Tim Ferriss,How to Stop Worrying and Start Living,Dale Carnegie
Tim Ferriss,In Other Words,Ellen Bialystok
Tim Ferriss,In Praise of Shadows,Junichiro Tanizaki
Tim Ferriss,Japanese Chess,Trevor Leggett
Tim Ferriss,Japanese Verbs & Essentials of Grammar,Rita Lampkin
Tim Ferriss,Joy on Demand,Chade-Meng Tan
Tim Ferriss,Lateral Thinking,Edward de Bono
Tim Ferriss,Less Is More,Goldian VandenBroeck
Tim Ferriss,Levels of the Game,John McPhee
Tim Ferriss,Liar's Poker,Michael Lewis
Tim Ferriss,Lying,Sam Harris
Tim Ferriss,Mastery,George Leonard
Tim Ferriss,Mental Toughness Training for Sports,James E. Loehr
Tim Ferriss,Moonwalking with Einstein,Joshua Foer
Tim Ferriss,More Money Than God,Sebastian Mallaby
Tim Ferriss,Musicophilia,Oliver Sacks
Tim Ferriss,Neuromancer,William Gibson
Tim Ferriss,Night Sky with Exit Wounds,Ocean Vuong
Tim Ferriss,On Grief and Grieving,Elisabeth Kübler-Ross
Tim Ferriss,On Writing Well,William Zinsser
Tim Ferriss,Open,Andre Agassi
Tim Ferriss,Plants of the Gods,Richard Evans Schultes
Tim Ferriss,Poor Charlie's Almanack,Charlie Munger
Tim Ferriss,Principles,Ray Dalio
Tim Ferriss,Radical Acceptance,Tara Brach
Tim Ferriss,Rework,David “DHH” Heinemeier Hansson
Tim Ferriss,Secrets of Power Negotiating,Roger Dawson
Tim Ferriss,Simple & Direct,Jacques Barzun
Tim Ferriss,Six Thinking Hats,Edward de Bono
Tim Ferriss,Snow Crash,Neal Stephenson
Tim Ferriss,Spark,John J. Ratey
Tim Ferriss,Stories of Your Life and Others,Ted Chiang
Tim Ferriss,Stumbling on Happiness,Daniel Todd Gilbert
Tim Ferriss,Tao Te Ching,Lao Tzu
Tim Ferriss,The 80/20 Principle and 92 Other Powerful Laws of Nature,Richard Koch
Tim Ferriss,The Alchemist,Paulo Coelho
Tim Ferriss,The Art of Asking,Amanda Palmer
Tim Ferriss,The Art of Nonfiction,Ayn Rand
Tim Ferriss,The Artist's Way,Julia Cameron
Tim Ferriss,The Book of Five Rings,Miyamoto Musashi
Tim Ferriss,The Book of Laughter and Forgetting,Milan Kundera
Tim Ferriss,The Checklist Manifesto,Atul Gawande
Tim Ferriss,The Effective Executive,Peter F. Drucker
Tim Ferriss,The Gift of Fear and Other Survival Signals that Protect Us From Violence,Gavin de Becker
Tim Ferriss,The Graveyard Book,Neil Gaiman
Tim Ferriss,The Healing Journey,Claudio Naranjo
Tim Ferriss,The Lessons of History,Will & Ariel Durant
Tim Ferriss,The Loom of Language,Frederick Bodmer
Tim Ferriss,The Medium is the Massage,Marshall McLuhan
Tim Ferriss,The Mind of a Mnemonist,Aleksandr R. Luria
Tim Ferriss,The Nautilus Bulletins,Dr Alan Stuart Radley
Tim Ferriss,The Neverending Story,Michael Ende
Tim Ferriss,The Obstacle Is the Way,Ryan Holiday
Tim Ferriss,The Origin of Species,Charles Darwin
Tim Ferriss,The Ride of a Lifetime,Robert Iger
Tim Ferriss,The Smartest Investment Book You'll Ever Read,Daniel R. Solin
Tim Ferriss,Tribe,Sebastian Junger
Tim Ferriss,Unlimited Power,Anthony Robbins
Tim Ferriss,Wild,Cheryl Strayed
Tim Ferriss,Words That Work,Frank Luntz
Tim Ferriss,You Can Be a Stock Market Genius,Joel Greenblatt
Tim Ferriss,Zorba the Greek,Nikos Kazantzakis
Tim Ferriss,Delivering Happiness,Tony Hsieh
Tim Ferriss,Nonviolent Communication,Marshall B. Rosenberg
Tim Ferriss,The 4 Disciplines of Execution,Chris McChesney
Tim Ferriss,Already Free,Bruce Tift
Tim Ferriss,Sum,David Eagleman
Tim Ferriss,The Name of the Wind,Patrick Rothfuss
Tim Ferriss,The Power of Habit,Charles Duhigg
Tim Ferriss,Letters to a Young Poet,Rainer Maria Rilke
Tim Ferriss,Save The Cat!,Blake Snyder
Tim Ferriss,The Prophet,Kahlil Gibran
Tim Ferriss,Play It Away,Charlie Hoehn
Tim O’Reilly,Babel-17 / Empire Star,Samuel R. Delany
Tim O’Reilly,Can You Forgive Her?,Anthony Trollope
Tim O’Reilly,Charlie Chan,Earl Derr Biggers
Tim O’Reilly,Dune,Frank Herbert
Tim O’Reilly,How Adam Smith Can Change Your Life,Russ Roberts
Tim O’Reilly,Information Rules,Carl Shapiro
Tim O’Reilly,Intermediate Microeconomics,Hal R. Varian
Tim O’Reilly,Islandia,Austin Tappan Wright
Tim O’Reilly,Liar's Poker,Michael Lewis
Tim O’Reilly,Loving Every Child,Janusz Korczak
Tim O’Reilly,Makers and Takers,Rana Foroohar
Tim O’Reilly,Night Train to Lisbon,Pascal Mercier
Tim O’Reilly,Pride and Prejudice,Jane Austen
Tim O’Reilly,Riders of the Purple Sage,Zane Grey
Tim O’Reilly,Rissa Kerguelen,F. M Busby
Tim O’Reilly,The Civil War,Bruce Catton
Tim O’Reilly,The Collected Poems,Wallace Stevens
Tim O’Reilly,The Collected Poems of W. B. Yeats,W. B. Yeats
Tim O’Reilly,The Discovery of the Mind,Bruno Snell
Tim O’Reilly,The Electric Kool-Aid Acid Test,Tom Wolfe
Tim O’Reilly,The Essential Rumi,Jalal Al-Din Rumi
Tim O’Reilly,The Innovator's Dilemma,Clayton M. Christensen
Tim O’Reilly,The Kabir Book,Robert Bly
Tim O’Reilly,The Meaning of Culture,John Cowper Powys
Tim O’Reilly,The Odyssey,Homer
Tim O’Reilly,The Second Machine Age,Erik Brynjolfsson
Tim O’Reilly,The Warden,Anthony Trollope
Tim O’Reilly,"The Way of Life, According to Laotzu",Witter Bynner
Tim O’Reilly,The Way We Live Now,Anthony Trollope
Tim O’Reilly,The Whole Internet User's Guide & Catalog,Ed Krol
Tim O’Reilly,Trilby,George Du Maurier
Tim O’Reilly,When Nietzsche Wept,Irvin D. Yalom
Tim O’Reilly,Dune Messiah,Frank Herbert
Tim O’Reilly,The Lean Startup,Eric Ries
Tim Urban,The Fountainhead,Ayn Rand
Tim Urban,The Three-Body Problem,Cixin Liu
Tobi Lütke,A Guide to the Good Life,William B. Irvine
Tobi Lütke,Drive,Daniel Pink
Tobi Lütke,High Output Management,Andrew S. Grove
Tobi Lütke,Influence,Robert B. Cialdini PhD
Tobi Lütke,Mindset,Carol S. Dweck
Tobi Lütke,The Box,Marc Levinson
Tobi Lütke,The Courage to Be Disliked,Ichiro Kishimi
Tobi Lütke,The Elements of Style,William Strunk Jr.
Tobi Lütke,Thinking in Systems,Donella H. Meadows
Tobi Lütke,Tuxedo Park,Jennet Conant
Tom Peters,Hidden Champions of the Twenty-First Century,Hermann Simon
Tom Peters,Quiet,Susan Cain
Tom Peters,Retail Superstars,George Whalin
Tom Peters,Rework,David “DHH” Heinemeier Hansson
Tom Peters,Simply Brilliant,William C. Taylor
Tom Peters,Small Giants,Bo Burlingham
Tom Peters,The Power of Nice,Linda Kaplan Thaler
Tom Peters,The Power of Small,Linda Kaplan Thaler
Tom Peters,Wait,Frank Partnoy
Tom Peters,Weapons of Math Destruction,Cathy O'Neil
Tom Peters,The Shareholder Value Myth,Lynn Stout
Tommy Vietor,The Nightingale's Song,Robert Timberg
Tony Hsieh,Rework,David “DHH” Heinemeier Hansson
Tony Hsieh,Start with Why,Simon Sinek
Tony Hsieh,Where Good Ideas Come From,Steven Johnson
Tony Hsieh,Getting Things Done,David Allen
Tony Hsieh,Originals,Adam Grant
Tony Hsieh,Give and Take,Adam Grant
Tony Robbins,As A Man Thinketh,James Allen
Tony Robbins,Generations,William Strauss
Tony Robbins,Man's Search for Meaning,Viktor E. Frankl
Tony Robbins,Mindset,Carol S. Dweck
Tony Robbins,Slow Sex,Nicole Daedone
Tony Robbins,The Fourth Turning,William Strauss
Tony Robbins,Behind the Cloud,Marc Benioff
Tony Robbins,The 15 Commitments of Conscious Leadership,Jim Dethmer
Tony Robbins,A Mind at Home with Itself,Byron Katie
Tony Robbins,The TB12 Method,Tom Brady
Tony Robbins,Principles,Ray Dalio
Tony Robbins,Tribe of Mentors,Tim Ferriss
Tony Robbins,Play It Away,Charlie Hoehn
Tracy DiNunzio,Good to Great,Jim Collins
Tracy DiNunzio,The Everything Store,Brad Stone
Travis Brewer,Autobiography of a Yogi,Paramahansa Yogananda
Travis Brewer,Be Here Now,Ram Dass
Travis Brewer,"Conversations with God, Book 1",Neale Donald Walsch
Travis Brewer,"Conversations with God, Books 2 & 3",Neale Donald Walsch
Travis Kalanick,Alexander Hamilton,Ron Chernow
Travis Kalanick,Ender's Game,Orson Scott Card
Travis Kalanick,The Fountainhead,Ayn Rand
Travis Kalanick,Atlas Shrugged,Ayn Rand
Tristan Harris,1984,George Orwell
Tristan Harris,Amusing Ourselves to Death,Neil Postman
Tristan Harris,Brave New World,Aldous Huxley
Tristan Harris,Don't Shoot the Dog!,Karen Pryor
Tristan Harris,Finite and Infinite Games,James Carse
Tristan Harris,Metaphors We Live By,George Lakoff
Tristan Harris,Technopoly,Neil Postman
Tristan Harris,The 22 Immutable Laws of Marketing,Al Ries
Tristan Harris,The 4-Hour Workweek,Tim Ferriss
Tristan Harris,"Wherever You Go, There You Are",Jon Kabat-Zinn
Tristan Harris,Winners Take All,Anand Giridharadas
Tristan Harris,Words That Work,Frank Luntz
Turia Pitt,Born to Run,Christopher McDougall
Turia Pitt,Man's Search for Meaning,Viktor E. Frankl
